replication_lag_mb,transactions_per_sec,cpu_percent,latency_ms,trans_rolled_back,deadlocks,hour_of_day,memory_usage_pct,connections_active,wal_buffers_full,system,mode
70.18,1619.58,88.27,127.17,77.98,3,3,79.46,121,7.83,postgresql,CONSISTENCY
27.09,731.78,40.23,144.43,66.84,1,1,63.21,21,22.64,postgresql,CONSISTENCY
6.65,482.28,55.31,87.48,16.6,2,7,52.72,20,35.68,postgresql,CONSISTENCY
9.79,567.73,32.55,47.6,55.87,1,4,63.79,72,49.63,postgresql,CONSISTENCY
7.03,105.76,10.35,6.96,40.31,0,3,35.78,14,28.28,postgresql,ECONOMIC
51.46,1808.8,82.24,88.69,57.88,9,1,76.33,132,46.67,postgresql,CONSISTENCY
11.44,642.5,51.23,103.98,25.23,2,20,42.04,29,33.43,postgresql,CONSISTENCY
16.6,318.78,51.52,71.8,15.19,1,9,42.36,75,8.41,postgresql,CONSISTENCY
24.91,622.62,49.53,149.9,21.46,2,11,46.84,30,34.89,postgresql,CONSISTENCY
75.25,1037.53,86.38,14.41,53.89,9,6,89.1,197,47.25,postgresql,CONSISTENCY
118.26,670.8,75.74,94.24,73.27,18,23,78.29,158,3.01,postgresql,CONSISTENCY
94.34,856.1,65.23,9.04,42.4,18,22,93.96,133,30.03,postgresql,CONSISTENCY
199.1,766.44,72.71,105.54,60.01,10,2,86.3,87,20.68,postgresql,CONSISTENCY
13.87,580.72,55.47,144.23,46.65,0,9,57.11,78,39.81,postgresql,CONSISTENCY
146.33,564.54,67.86,33.88,31.68,13,15,79.17,139,42.83,postgresql,CONSISTENCY
177.71,787.46,78.38,19.92,46.94,15,9,84.31,114,16.82,postgresql,CONSISTENCY
154.99,783.42,66.71,101.55,49.43,14,4,80.04,155,3.78,postgresql,CONSISTENCY
8.8,363.07,45.89,145.48,43.14,2,22,56.42,33,29.76,postgresql,PERFORMANCE
2.44,444.08,48.12,109.58,5.0,1,7,48.01,65,30.03,postgresql,PERFORMANCE
72.99,1981.9,88.82,42.9,28.53,4,5,86.23,117,42.6,postgresql,CONSISTENCY
6.48,148.69,26.48,81.59,9.37,0,1,37.85,2,25.86,postgresql,ECONOMIC
4.06,144.48,17.2,28.73,66.94,0,23,22.81,16,24.62,postgresql,ECONOMIC
33.06,1298.93,83.22,118.17,17.74,6,16,87.83,154,1.29,postgresql,CONSISTENCY
3.46,537.23,30.3,118.51,4.19,0,6,46.98,38,34.16,postgresql,CONSISTENCY
19.29,345.44,55.64,73.4,50.19,2,11,64.52,30,36.86,postgresql,CONSISTENCY
64.13,1907.75,89.6,52.29,9.24,9,15,86.83,165,11.63,postgresql,CONSISTENCY
96.75,833.98,72.49,76.75,21.49,7,6,78.77,136,48.37,postgresql,CONSISTENCY
46.52,1502.78,77.89,108.39,60.88,6,0,79.67,164,0.42,postgresql,CONSISTENCY
7.96,677.47,58.66,106.07,28.5,0,16,50.08,41,7.74,postgresql,CONSISTENCY
52.99,1341.15,89.95,13.7,66.05,9,12,87.63,120,48.74,postgresql,CONSISTENCY
64.37,1881.71,93.84,41.23,22.96,3,7,78.75,190,35.95,postgresql,CONSISTENCY
22.72,492.01,55.63,82.35,46.53,1,13,40.73,63,46.04,postgresql,CONSISTENCY
4.39,703.55,45.7,115.79,69.56,1,22,62.49,31,15.42,postgresql,CONSISTENCY
20.22,636.41,45.91,99.52,41.96,2,12,52.54,70,15.29,postgresql,CONSISTENCY
68.47,1818.36,78.43,101.54,11.07,3,2,84.87,170,20.6,postgresql,CONSISTENCY
157.07,434.65,71.41,134.74,39.57,13,17,84.0,94,39.71,postgresql,CONSISTENCY
20.89,749.3,56.89,39.71,14.27,2,10,44.95,37,16.03,postgresql,CONSISTENCY
63.76,1149.78,76.31,49.33,63.68,9,1,78.84,101,19.4,postgresql,CONSISTENCY
4.78,672.22,34.56,129.52,10.54,1,3,61.83,30,3.16,postgresql,CONSISTENCY
35.66,1874.48,75.87,63.13,42.37,4,23,87.29,142,25.85,postgresql,CONSISTENCY
23.91,571.74,32.18,100.97,59.27,2,9,47.09,51,28.09,postgresql,CONSISTENCY
21.49,1382.48,81.09,43.74,63.88,4,23,76.06,133,42.56,postgresql,CONSISTENCY
33.92,1903.27,76.97,68.48,7.15,5,18,72.61,138,20.76,postgresql,CONSISTENCY
73.33,1591.3,92.74,84.7,1.38,6,6,81.92,189,39.33,postgresql,CONSISTENCY
192.68,629.82,65.59,39.53,0.31,7,1,88.29,156,47.19,postgresql,CONSISTENCY
19.54,682.13,53.7,149.96,59.81,1,1,64.86,40,21.69,postgresql,CONSISTENCY
3.51,578.94,39.13,46.59,79.94,0,4,44.39,25,28.62,postgresql,CONSISTENCY
78.35,1601.83,76.29,46.65,21.14,3,16,89.5,135,30.54,postgresql,CONSISTENCY
137.28,718.05,64.12,66.79,11.06,13,20,75.3,161,29.41,postgresql,CONSISTENCY
72.48,1315.94,89.58,49.01,66.07,5,20,87.24,132,27.53,postgresql,CONSISTENCY
8.39,644.18,37.79,96.04,46.38,0,0,42.45,68,4.93,postgresql,CONSISTENCY
77.47,1788.4,91.36,101.65,4.36,6,2,76.33,168,4.99,postgresql,CONSISTENCY
75.95,1130.88,79.71,145.04,78.02,2,15,86.19,175,26.02,postgresql,CONSISTENCY
4.61,329.96,45.53,57.68,74.81,1,5,42.23,72,16.16,postgresql,PERFORMANCE
29.07,609.56,34.78,33.08,72.76,0,18,57.98,53,4.27,postgresql,CONSISTENCY
25.8,553.75,42.04,96.05,26.16,2,9,62.71,70,0.97,postgresql,CONSISTENCY
72.37,1370.29,79.52,49.43,25.2,3,7,80.65,122,35.76,postgresql,CONSISTENCY
89.6,250.92,52.49,107.11,38.85,4,8,70.87,105,9.03,postgresql,CONSISTENCY
4.65,80.88,16.43,78.95,11.95,0,1,43.29,6,17.91,postgresql,ECONOMIC
144.09,865.0,69.59,38.31,33.74,13,8,77.31,137,16.0,postgresql,CONSISTENCY
174.18,714.44,79.07,146.79,33.29,7,18,91.04,88,24.15,postgresql,CONSISTENCY
173.06,724.23,69.49,29.96,69.28,15,10,87.31,126,40.61,postgresql,CONSISTENCY
44.18,1615.55,75.79,66.93,7.48,6,19,84.44,125,16.03,postgresql,CONSISTENCY
17.51,522.85,31.48,5.68,43.01,1,18,47.75,77,29.65,postgresql,CONSISTENCY
33.72,1763.29,77.73,6.03,35.74,9,14,85.81,180,23.69,postgresql,CONSISTENCY
122.21,720.63,70.34,131.25,74.65,4,11,85.63,112,48.45,postgresql,CONSISTENCY
141.79,581.09,76.51,68.23,43.73,17,22,86.54,125,20.67,postgresql,CONSISTENCY
5.37,55.82,13.88,73.25,34.36,0,22,40.87,2,15.16,postgresql,ECONOMIC
